geo,time,metric,expected,baseline,actual
national_geo,2020-09-27,ci_hi,10077.057,4985.3647,9797.26
national_geo,2020-10-04,mean,14812.624,4680.0874,14673.81
national_geo,2020-10-04,ci_lo,14517.321,4347.38,14673.81
national_geo,2020-10-04,ci_hi,15105.918,4992.387,14673.81
national_geo,2020-10-11,mean,10770.277,4674.2227,11598.35
national_geo,2020-10-11,ci_lo,10468.7295,4319.7334,11598.35
national_geo,2020-10-11,ci_hi,11084.818,5007.649,11598.35
national_geo,2020-10-18,mean,12917.714,4687.606,13368.12
national_geo,2020-10-18,ci_lo,12615.48,4361.1553,13368.12
national_geo,2020-10-18,ci_hi,13216.44,5000.554,13368.12
national_geo,2020-10-25,mean,14123.028,4700.956,14428.14
national_geo,2020-10-25,ci_lo,13793.847,4394.25,14428.14
national_geo,2020-10-25,ci_hi,14438.751,4996.765,14428.14
national_geo,2020-11-01,mean,11266.431,4714.1924,11172.84
national_geo,2020-11-01,ci_lo,10964.162,4417.7007,11172.84
national_geo,2020-11-01,ci_hi,11561.644,4994.9014,11172.84
national_geo,2020-11-08,mean,7383.7534,4727.2427,6340.56
national_geo,2020-11-08,ci_lo,7094.6494,4442.678,6340.56
national_geo,2020-11-08,ci_hi,7668.7734,5003.5576,6340.56
national_geo,2020-11-15,mean,8214.034,4740.0,8095.38
national_geo,2020-11-15,ci_lo,7984.9404,4460.8267,8095.38
national_geo,2020-11-15,ci_hi,8444.942,5014.043,8095.38
national_geo,2020-11-22,mean,10090.277,4752.389,9268.66
national_geo,2020-11-22,ci_lo,9863.299,4475.33,9268.66
national_geo,2020-11-22,ci_hi,10319.704,5022.454,9268.66
national_geo,2020-11-29,mean,5654.6714,4764.3354,4532.33
national_geo,2020-11-29,ci_lo,5424.25,4489.5107,4532.33
national_geo,2020-11-29,ci_hi,5883.096,5034.5654,4532.33
national_geo,2020-12-06,mean,10173.843,4775.7686,10982.62
national_geo,2020-12-06,ci_lo,9947.962,4502.949,10982.62
national_geo,2020-12-06,ci_hi,10395.396,5048.2285,10982.62
national_geo,2020-12-13,mean,8103.25,4786.6343,8447.64
national_geo,2020-12-13,ci_lo,7889.016,4510.044,8447.64
national_geo,2020-12-13,ci_hi,8317.73,5058.9336,8447.64
national_geo,2020-12-20,mean,8081.49,4796.872,7617.05
national_geo,2020-12-20,ci_lo,7837.6353,4514.515,7617.05
national_geo,2020-12-20,ci_hi,8321.061,5071.857,7617.05
national_geo,2020-12-27,mean,8131.4043,4806.441,7610.02
national_geo,2020-12-27,ci_lo,7904.4604,4521.788,7610.02
national_geo,2020-12-27,ci_hi,8363.222,5082.2314,7610.02
national_geo,2021-01-03,mean,7500.9624,4815.3154,7849.88
national_geo,2021-01-03,ci_lo,7289.311,4523.0947,7849.88
national_geo,2021-01-03,ci_hi,7707.546,5095.4443,7849.88
national_geo,2021-01-10,mean,7464.0317,4823.4575,7104.61
national_geo,2021-01-10,ci_lo,7239.099,4528.675,7104.61
national_geo,2021-01-10,ci_hi,7685.6963,5106.904,7104.61
national_geo,2021-01-17,mean,7616.512,4830.8843,8447.4
national_geo,2021-01-17,ci_lo,7370.4277,4528.9756,8447.4
national_geo,2021-01-17,ci_hi,7855.528,5122.5117,8447.4
national_geo,2021-01-24,mean,7476.9834,4837.5405,7885.48
national_geo,2021-01-24,ci_lo,7226.723,4526.886,7885.48
national_geo,2021-01-24,ci_hi,7722.261,5143.5986,7885.48
national_geo,2021-01-31,mean,9693.534,4843.489,9992.42
national_geo,2021-01-31,ci_lo,9427.345,4518.1655,9992.42
national_geo,2021-01-31,ci_hi,9961.309,5164.2476,9992.42
national_geo,2021-02-07,mean,10851.908,4848.7085,11322.95
national_geo,2021-02-07,ci_lo,10573.162,4504.437,11322.95
national_geo,2021-02-07,ci_hi,11128.963,5190.0503,11322.95
national_geo,2021-02-14,mean,15770.262,4853.2524,15977.27
national_geo,2021-02-14,ci_lo,15433.786,4485.975,15977.27
national_geo,2021-02-14,ci_hi,16095.258,5219.309,15977.27
national_geo,2021-02-21,mean,14131.971,4853.628,14259.48
national_geo,2021-02-21,ci_lo,13827.485,4504.4546,14259.48
national_geo,2021-02-21,ci_hi,14446.107,5200.223,14259.48
national_geo,2021-02-28,mean,13212.117,4853.4053,12886.05
national_geo,2021-02-28,ci_lo,12945.113,4525.1924,12886.05
national_geo,2021-02-28,ci_hi,13490.35,5179.9395,12886.05
national_geo,2021-03-07,mean,9074.343,4852.6724,9131.86
national_geo,2021-03-07,ci_lo,8795.501,4537.1616,9131.86
national_geo,2021-03-07,ci_hi,9359.987,5167.889,9131.86
national_geo,2021-03-14,mean,10888.393,4851.448,10953.39
national_geo,2021-03-14,ci_lo,10657.18,4537.3984,10953.39
national_geo,2021-03-14,ci_hi,11123.949,5161.6133,10953.39
national_geo,2021-03-21,mean,8744.581,4849.821,8574.23
national_geo,2021-03-21,ci_lo,8525.01,4539.658,8574.23
national_geo,2021-03-21,ci_hi,8964.951,5158.707,8574.23
national_geo,2021-03-28,mean,15670.597,4847.881,14958.05
national_geo,2021-03-28,ci_lo,15429.477,4542.1978,14958.05
national_geo,2021-03-28,ci_hi,15909.33,5152.4043,14958.05
national_geo,2021-04-04,mean,13691.82,4845.6914,13543.21
national_geo,2021-04-04,ci_lo,13450.457,4540.772,13543.21
national_geo,2021-04-04,ci_hi,13925.904,5149.1475,13543.21
national_geo,2021-04-11,mean,13966.314,4843.3623,13867.08
national_geo,2021-04-11,ci_lo,13701.536,4536.862,13867.08
national_geo,2021-04-11,ci_hi,14224.163,5148.554,13867.08
national_geo,2021-04-18,mean,13975.722,4840.9604,13854.92
national_geo,2021-04-18,ci_lo,13729.254,4533.0303,13854.92
national_geo,2021-04-18,ci_hi,14222.801,5146.559,13854.92
national_geo,2021-04-25,mean,10227.66,4838.5894,10895.22
national_geo,2021-04-25,ci_lo,9988.825,4529.2046,10895.22
national_geo,2021-04-25,ci_hi,10460.353,5143.812,10895.22
national_geo,2021-05-02,mean,8367.162,4836.3296,7854.4
national_geo,2021-05-02,ci_lo,8144.1387,4525.348,7854.4
national_geo,2021-05-02,ci_hi,8587.581,5142.1904,7854.4
national_geo,2021-05-09,mean,7890.1265,4834.272,7405.54
national_geo,2021-05-09,ci_lo,7658.9053,4519.965,7405.54
national_geo,2021-05-09,ci_hi,8116.5303,5138.7437,7405.54
national_geo,2021-05-16,mean,7535.241,4832.5034,7705.26
national_geo,2021-05-16,ci_lo,7265.6787,4517.4487,7705.26
national_geo,2021-05-16,ci_hi,7787.9106,5136.5215,7705.26
national_geo,2021-05-23,mean,10578.046,4831.1025,10888.41
national_geo,2021-05-23,ci_lo,10345.352,4512.075,10888.41
national_geo,2021-05-23,ci_hi,10804.747,5139.8726,10888.41
national_geo,2021-05-30,mean,7972.198,4830.136,7715.63
national_geo,2021-05-30,ci_lo,7723.501,4505.514,7715.63
national_geo,2021-05-30,ci_hi,8219.024,5144.634,7715.63
national_geo,2021-06-06,mean,10760.824,4829.6953,10581.72
national_geo,2021-06-06,ci_lo,10498.939,4493.6523,10581.72
national_geo,2021-06-06,ci_hi,11022.189,5152.399,10581.72
national_geo,2021-06-13,mean,10823.481,4829.804,11218.58
national_geo,2021-06-13,ci_lo,10522.866,4480.1807,11218.58
national_geo,2021-06-13,ci_hi,11120.408,5166.3706,11218.58
national_geo,2021-06-20,mean,12454.123,4830.544,12789.7
national_geo,2021-06-20,ci_lo,12117.071,4462.276,12789.7
national_geo,2021-06-20,ci_hi,12779.77,5185.516,12789.7
national_geo,2021-06-27,mean,9818.62,4811.862,9923.23
national_geo,2021-06-27,ci_lo,9554.765,4461.5654,9923.23
national_geo,2021-06-27,ci_hi,10079.606,5149.842,9923.23
national_geo,2021-07-04,mean,10206.731,4793.872,9781.83
national_geo,2021-07-04,ci_lo,9953.58,4447.7236,9781.83
national_geo,2021-07-04,ci_hi,10465.637,5117.1797,9781.83
national_geo,2021-07-11,mean,10714.687,4776.6025,11570.62
national_geo,2021-07-11,ci_lo,10469.561,4434.0674,11570.62
national_geo,2021-07-11,ci_hi,10954.423,5092.178,11570.62
national_geo,2021-07-18,mean,13113.38,4760.079,12294.54
national_geo,2021-07-18,ci_lo,12873.194,4425.2793,12294.54
national_geo,2021-07-18,ci_hi,13350.528,5073.1724,12294.54
national_geo,2021-07-25,mean,10516.645,4744.293,9745.9
national_geo,2021-07-25,ci_lo,10293.761,4409.43,9745.9
national_geo,2021-07-25,ci_hi,10743.958,5058.4995,9745.9
national_geo,2021-08-01,mean,11310.408,4729.2407,11918.41
national_geo,2021-08-01,ci_lo,11088.029,4391.2656,11918.41
national_geo,2021-08-01,ci_hi,11539.144,5050.0366,11918.41
national_geo,2021-08-08,mean,10835.77,4714.899,10983.4
national_geo,2021-08-08,ci_lo,10621.745,4376.925,10983.4
national_geo,2021-08-08,ci_hi,11049.052,5041.0767,10983.4
national_geo,2021-08-15,mean,9538.487,4701.2524,8944.74
national_geo,2021-08-15,ci_lo,9254.65,4362.4175,8944.74
national_geo,2021-08-15,ci_hi,9817.666,5031.448,8944.74
national_geo,2021-08-22,mean,13744.491,4688.2275,13131.49
national_geo,2021-08-22,ci_lo,13484.165,4344.7407,13131.49
national_geo,2021-08-22,ci_hi,13988.14,5023.2935,13131.49
national_geo,2021-08-29,mean,13349.021,4675.799,14669.4
national_geo,2021-08-29,ci_lo,13099.676,4327.928,14669.4
national_geo,2021-08-29,ci_hi,13587.68,5013.73,14669.4
national_geo,2021-09-05,mean,13681.576,4663.9194,13843.33
national_geo,2021-09-05,ci_lo,13390.692,4309.6226,13843.33
national_geo,2021-09-05,ci_hi,13957.035,5012.0312,13843.33
national_geo,2021-09-12,mean,13696.704,4652.513,14024.53
national_geo,2021-09-12,ci_lo,13447.474,4295.949,14024.53
national_geo,2021-09-12,ci_hi,13941.956,5006.869,14024.53
national_geo,2021-09-19,mean,13078.191,4641.498,13315.79
national_geo,2021-09-19,ci_lo,12835.234,4275.0293,13315.79
national_geo,2021-09-19,ci_hi,13321.78,4999.245,13315.79
national_geo,2021-09-26,mean,10219.261,4630.8027,10237.24
national_geo,2021-09-26,ci_lo,9942.038,4251.985,10237.24
national_geo,2021-09-26,ci_hi,10508.366,4992.593,10237.24
national_geo,2021-10-03,mean,9049.473,4620.3555,9030.17
national_geo,2021-10-03,ci_lo,8764.071,4230.925,9030.17
national_geo,2021-10-03,ci_hi,9324.845,4995.0303,9030.17
national_geo,2021-10-10,mean,15335.631,4610.0566,15904.11
national_geo,2021-10-10,ci_lo,15023.642,4205.5825,15904.11
national_geo,2021-10-10,ci_hi,15639.686,4998.506,15904.11
national_geo,2021-10-17,mean,12969.353,4599.8203,12839.29
national_geo,2021-10-17,ci_lo,12659.756,4176.8774,12839.29
national_geo,2021-10-17,ci_hi,13277.442,5003.6997,12839.29
national_geo,2021-10-24,mean,9237.772,4589.5605,9063.45
national_geo,2021-10-24,ci_lo,8886.238,4143.534,9063.45
national_geo,2021-10-24,ci_hi,9585.153,5021.3994,9063.45
national_geo,2021-10-31,mean,8003.04,4579.1724,7250.21
national_geo,2021-10-31,ci_lo,7614.6807,4107.097,7250.21
national_geo,2021-10-31,ci_hi,8379.093,5041.092,7250.21
